Ident,ICAO,IATA,Name,Country or Area Code,Latitude,Longitude
VT31,,,Carriers Skypark,United States,44.11114502,-72.44436646
VT32,,,Bobby,,42.9889679,-72.62815094
VT33,,,Yankee Kingdom,,44.10515594,-73.37754822
VT34,,,Major W Guth,United States,43.05918884,-72.49179077
VT36,,,Mhcv Hosp,USA,44.47334671,-73.18877411
VT37,,,Windsor Armory,,43.4709053,-72.40370178
VT39,,,Taylor,United States,44.60681152,-72.47873688
VT40,,,Wenlock Crossing,,44.7769928,-71.7514801
VT41,,,Moores Field,,42.92417145,-72.52910614
VT42,,,Two Tails,,44.51201248,-72.60716248
VT43,,,Onyon,United States,43.01924896,-72.65287018
VT44,,,Perras Field,United States,44.52606201,-72.58082581
VT45,,,Davis Pvt,United States,44.51786804,-72.97895813
VT46,,,Northern Lights,United States,44.87202835,-73.28640747
VT47,,,Miller Farm Airfield,United States,42.75904846,-72.47963715
VT48,,,Select VT36 For Fse VT48,,44.45941162,-73.195961
VT49,,,Angus Airways,,44.22949982,-72.79111481
VT50,,,Enosburg Falls Armory,,44.91393661,-72.80513763
VT51,,,Ibm,,44.48171616,-73.09651184
VT52,,,Shaw Meadow,United States,44.64254761,-73.18545532
VT53,,,Bailey,United States,44.11678314,-73.3790741
VT54,,,R G Newsome,,43.65145874,-72.4223175
VT55,,,Brandon,United States,43.90076447,-72.58358765
VT56,,,West Burke Aerodrome,United States,44.61785889,-71.98384094
VT57,,,Malletts Head,,44.5606041,-73.24040985
VT58,,,Stave Island,,44.5958786,-73.34762573
VT59,,,Ardell Flying Field,,43.27769852,-72.91152191
VT60,,,Hulett Landing Strip,,43.32804871,-73.24362946
VT62,,,Catamount Airfield,,44.38834381,-72.35168457
VT63,,,Douglas Field,,44.99330139,-72.38005066
VT64,,,Mountain View Farm,,44.51330566,-72.64227295
VT8,,,Shelburne,United States,44.35971069,-73.22667694
VT85,,,Nam Phong,,16.65244675,102.9679794
VT90,,,Korat AAF,,14.95379734,102.0739441
VTBC,,,Chantaburi Rtn,,12.63144779,102.0254669
VTBD,VTBD,DMK,Bangkok Don Mueang Intl,Thailand,13.91444397,100.6055527
VTBE,,,Saraburi,,14.51240063,100.9171295
VTBG,,,Kanchanaburi Rtaf,,14.12652779,99.44744873
VTBH,,,Lop Buri Sa Pran Nak,,14.94894218,100.6422424
VTBI,,,Prachin Buri Rta,,14.07771111,101.3798676
VTBK,,,Nakhon Pathom Kamphaeng Saen Rtaf,,14.10165405,99.91786194
VTBL,,,Lop Buri Khok Kathiam,,14.87608242,100.6583862
VTBN,,,Pran Buri West,,12.41790199,99.86967468
VTBO,VTBO,TDX,Trat Bangkok Air,Thailand,12.27527809,102.3199997
VTBP,VTBP,,Prachuap Khiri Khan Rtaf,Thailand,11.78666687,99.80500031
VTBR,,,Ratchaburi,,13.57292747,99.75202942
VTBS,VTBS,BKK,Suvarnabhumi Intl,Thailand,13.68583298,100.7488861
VTBT,VTBT,,Bang Phra,Thailand,13.23333359,100.9583359
VTBU,VTBU,UTP,Rayon U-Taphao Intl,Thailand,12.67961121,101.0049133
VTBV,,,Trat Rtaf,,12.2498951,102.5163269
VTBW,,,Prachin Buri Watthana Nakhon,,13.76843452,102.3157959
VTBZ,,,Lop Buri Pawai,,14.77424908,100.6527939
VTCA,,,Chiang Khong,,20.18726349,100.4043427
VTCB,,,Chiang Rai Chiang Kham,,19.4972229,100.2845459
VTCC,VTCC,CNX,Chiang Mai Intl,Thailand,18.77138901,98.96277618
VTCD,,,Chiang Klang,,19.29431343,100.8577271
VTCH,VTCH,HGN,Mae Hong Son,Thailand,19.30171585,97.97505188
VTCI,,,Pai,,19.37170982,98.43615723
VTCK,,,Khun Yuam,,18.82572556,97.93157959
VTCL,VTCL,LPT,Lampang,Thailand,18.27211761,99.50405884
VTCM,,,Ban Thi,,18.67576599,99.10493469
VTCN,VTCN,NNT,Nan,Thailand,18.80791473,100.7834168
VTCO,,,Lamphun,,18.54935074,99.01208496
VTCP,VTCP,PRH,Phrae,Thailand,18.13171387,100.1646195
VTCR,,,Chiang Rai Rob Wiang,,19.88505936,99.82754517
VTCS,,,Mae Sariang (Stol),,18.18148422,97.93173981
VTCT,VTCT,CEI,Chiang Rai Intl,Thailand,19.95222282,99.88305664
VTCY,,,Nok,,18.67591858,99.11175537
VTPB,VTPB,PHY,Phetchabun,Thailand,16.67603111,101.1951065
VTPH,VTPH,HHQ,Hua Hin,Thailand,12.6303196,99.95344543
VTPI,,,Nakhon Sawan Takhli Rtaf,,15.27731895,100.2943115
VTPL,,,Lom Sak,,16.82427216,101.2520218
VTPM,VTPM,MAQ,Tak Mae Sot,Thailand,16.69983292,98.54347992
VTPN,VTPN,,Nakhon Sawan,Thailand,15.67055511,100.1391678
VTPO,,,Sukhothai,,17.23556328,99.82047272
VTPP,VTPP,PHS,Phitsanulok,Thailand,16.78293419,100.2791214
VTPR,,,Potaram Ratchaburi,,13.66804409,99.73043823
VTPS,,,Surat Sena,,16.8304348,100.5394287
VTPT,VTPT,TKT,Tak,Thailand,16.89598656,99.25373077
VTPU,,,Uttaradit,,17.67325592,100.2350235
VTPY,,,Tak Sam Ngao - Khuan Phumiphon Dam,,17.23387337,99.05823517
VTSA,,,Khoun Khan,,6.66135645,100.0797653
VTSB,VTSB,URT,Surat Thani,Thailand,9.13613605,99.13903809
VTSC,VTSC,NAW,Narathiwat,Thailand,6.52323866,101.7448425
VTSD,,,Chumphon West,,10.50513172,99.08514404
VTSE,VTSE,CJM,Chumphon,Thailand,10.71120262,99.36170959
VTSF,VTSF,NST,Nakhon Si Thammarat,Thailand,8.53961658,99.94472504
VTSG,VTSG,KBV,Krabi,Thailand,8.10016346,98.98531342
VTSH,,,Songkhla,,7.18615627,100.6077347
VTSK,VTSK,PAN,Pattani,Thailand,6.78570843,101.1536331
VTSM,VTSM,USM,Samui,Thailand,9.54916668,100.0625
VTSN,,,Cha Ian,,8.47096825,99.95521545
VTSP,VTSP,HKT,Phuket Intl,THA,8.11250019,98.30916595
VTSR,VTSR,UNN,Ranong,Thailand,9.77762222,98.58547974
VTSS,VTSS,HDY,Hat Yai Intl,Thailand,6.93277788,100.3949966
VTST,VTST,TST,Trang,Thailand,7.50861645,99.61577606
VTSW,,,Phuket Airpark,,8.01828575,98.40335846
VTSY,VTSY,,Yala/Betong Intl,Thailand,5.7887888,101.1471558
VTT0,,,Sawang-Dandin,,17.52155304,103.5513001
VTT1,,,Sangklaburi Airstrip,,15.22772408,98.4384613
VTT2,,,Sri Racha,,13.09161758,100.9689026
VTT3,,,Surat Thani Airstrip,,9.13282967,99.35569
VTT4,,,Thongkwao,,18.8306694,99.13813782
VTT5,,,Thung Song,,8.1679039,99.71328735
VTT6,,,Ubon Northwest,,15.25711918,104.8437653
VTT7,,,Udon Border Police,,17.38220596,102.8426514
VTT8,,,Prachom Klao,,14.1637373,101.3364716
VTUC,,,Chaiyaphum,,15.76994801,101.9501801
VTUD,VTUD,UTH,Udon Thani Intl,Thailand,17.38643646,102.7882462
VTUE,,,Nam Phong Dam,,16.97654343,103.9697571
VTUF,,,Nam Phung Dam South,,16.96275711,103.9688721
VTUG,,,Phu Khieo,,16.36361694,102.1598129
VTUH,,,Pak Chong,,14.60461044,101.5760803
VTUI,VTUI,SNO,Sakon Nakhon Aero,Thailand,17.19514084,104.1186295
VTUJ,,,Surin,,14.86820221,103.4988251
VTUK,VTUK,KKC,Khon Kaen,Thailand,16.46455193,102.7822723
VTUL,VTUL,LOE,Loei,Thailand,17.43913269,101.7220612
VTUM,,,Nong Kai,,17.86577225,102.7293167
VTUN,,,Nakhon Ratchasima Khorat Aero Rtaf,,14.93376446,102.0794525
VTUO,VTUO,BFV,Buri Ram,Thailand,15.22676659,103.2512283
VTUQ,VTUQ,NAK,Nakhon Ratchasima,Thailand,14.94949722,102.3127365
VTUR,,,Rob Muang Rta,,16.07026291,103.645462
VTUS,,,Sakon Nakhon,,17.2885952,104.11203
VTUT,,,Loeng Nok Tha,,16.15973091,104.592453
VTUU,VTUU,UBP,Ubon Ratchathani,Thailand,15.25127506,104.870224
VTUV,VTUV,ROI,Roi Et,Thailand,16.11676025,103.7737961
VTUW,VTUW,KOP,Nakhon Phanom,Thailand,17.38533974,104.6418915
VTV0,,,Nakhon Nayok Thanawana,,14.11419868,100.9495392
VTV1,,,U-Tong,,14.4213047,99.75048828
VTV2,,,Umphang (Stol),,16.02578354,98.86180115
VTV3,,,Nong Han Udon Mastertech,,17.38118744,103.1096191
VTV4,,,Nong Kham,,13.1410141,101.0468445
VTV5,,,Nong Prue,,12.89286232,100.9607544
VTV6,,,Ongkarak,,14.11014366,101.0011139
VTV7,,,Phanon Sarakham,,13.75480938,101.3951721
VTV8,,,Saraburi Aero Park,,14.44101048,101.0148621
VTV9,,,Saraburi Tantawan,,14.77052689,100.7769241
VTW0,,,Ban Mi,,15.11330414,100.6242294
VTW1,,,Nakhon Luang,,14.14849949,100.2856064
VTW2,,,Nang Rong,,14.63048363,102.7767716
VTW3,,,Nonthaburi,,13.83562183,100.3343506
VTW4,,,Pattaya Airpark,,12.83247948,100.9494629
VTW5,,,Best Ocean Park,,13.54008675,100.3291168
VTW6,,,Pranburi,,12.38846684,99.95349121
VTW7,,,River Kwai,,14.06241417,99.36117554
VTW8,,,Sakorn Nakorn Resort,,17.45513153,104.0477753
VTW9,,,Ta Yang,,12.91661072,100.0173111
VTX0,,,Ayutthaya Flying Club,,14.3224659,100.5779114
VTX1,,,Ayutthaya Ultralights,,14.30325508,100.5742645
VTX3,,,Bang Chong,,12.92783928,100.0210724
VTX4,,,Burirum Deepai,,15.39999962,102.9828796
VTX5,,,Chateaux De Loei,,17.38869095,101.3083191
VTX6,,,Chonburi,,13.3930378,101.0058365
VTX7,,,Chonburi Ultralights,,13.23599625,100.9951019
VTX8,,,Doi Saket,,18.87405014,99.09230042
VTX9,,,Dok Rai,,12.92165184,101.1840744
VTY0,,,Ban Huai Khi Nu,,15.06038666,100.9307404
VTY1,,,Grand Garden,,14.02679443,99.33590698
VTY2,,,Hinzon,,13.77474976,101.610199
VTY3,,,Kamol Farm,,14.57680702,101.2516632
VTY4,,,Kho Jan,,13.39404488,101.3211823
VTY5,,,Klang Rayong,,12.71010399,101.6309204
VTY6,,,Klang Dong,,14.64327621,101.3051453
VTY7,,,Klong See,,14.16989136,100.6907196
VTY8,,,Ban Mai,,17.7491703,100.7118225
VTY9,,,Minburi,,13.82479858,100.7355347
VTZ0,,,Betong/Yarom Police Station,Thailand,5.78256416,101.1605225
VTZ1,,,Buriram Flying Club,,14.98048401,103.1161346
VTZ2,,,Chao Mai,,7.34877253,99.41836548
VTZ3,,,Kabin Buri,Thailand,14.02278614,101.703537
VTZ4,,,Kaeng Krajan,,12.87177372,99.79330444
VTZ5,,,Khanong Phra,,14.63076401,101.4655762
VTZ6,,,Koh Chang,,12.05242538,102.2977295
VTZ7,,,Koh Kud,,11.71740627,102.5206451
VTZ8,,,Koktoom,,14.81494522,100.8592529
VTZ9,,,Mueang Phetchabun,,16.39847946,101.112854
VV01,VVTX,,Tho Xuan,Vietnam,19.9024334,105.4692001
VV02,,,Bien Hoa,,10.9759655,106.8185272
VV03,,,Haiphong Kien An,,20.8029213,106.605957
VVBM,VVBM,BMV,Buon Ma Thuot,Vietnam,12.6669445,108.1166687
VVCA,VVCA,VCL,Chu Lai,Vietnam,15.40666676,108.706665
VVCI,VVCI,HPH,Haiphong Catbi,Vietnam,20.82069778,106.7244644
VVCL,,,Camly,,11.94194889,108.4149246
VVCM,,,Ca Mau,,9.17673492,105.1779022
VVCR,VVCR,CXR,Cam Ranh,Vietnam,11.99546146,109.2184143
VVCS,VVCS,VCS,Con Dao,Vietnam,8.7327776,106.6297226
VVCT,VVCT,VCA,Can Tho Intl,Vietnam,10.08402538,105.710022
VVDB,VVDB,DIN,Dien Bien,Vietnam,21.39999962,103.0049973
VVDH,VVDH,VDH,Dong Hoi,Viet Nam,17.51343918,106.5950623
VVDL,VVDL,DLI,Lien Khuong,Vietnam,11.75333309,108.3680573
VVDN,VVDN,DAD,Danang Intl,Vietnam,16.04388809,108.2002792
VVGL,,,Hanoi Gia Lam,,21.04074669,105.8868179
VVKP,,,Kep,,21.3933754,106.2613144
VVNB,VVNB,HAN,Noi Bai Intl,Vietnam,21.22166634,105.8055573
VVNS,,,Nasan,,21.21281433,104.0359039
VVNT,,,Nhatrang,,12.22369576,109.1965942
VVPB,VVPB,HUI,Phu Bai,Vietnam,16.40068245,107.7024918
VVPC,VVPC,UIH,Phu Cat,Vietnam,13.9491663,109.0461121
VVPK,VVPK,PXU,Pleiku,Vietnam,14.00447941,108.0146637
VVPQ,VVPQ,PQC,Phu Quoc Intl,Vietnam,10.16972256,103.9930573
VVPR,VVPR,PHA,Phan Rang,Vietnam,11.63356972,108.9514771
VVQN,,,Quinhon,,13.76831913,109.0456238
VVRG,VVRG,VKG,Rach Gia,Vietnam,9.95816422,105.1326599
VVTH,VVTH,TBB,Dong Tac,Vietnam,13.03999996,109.3349991
VVTS,VVTS,SGN,Tan Son Nhat Intl,Vietnam,10.82055569,106.6608353
VVVD,,,Van Don Intl,Viet Nam,21.12003326,107.4157715
VVVH,VVVH,VII,Vinh,Vietnam,18.73082161,105.6693955
VVVT,VVVT,VTG,Vung Tau,Vietnam,10.37538338,107.0935059
VY02,,,New Magway,,20.15349197,94.9701767
VY03,,,Toungkomei,,11.14939499,98.73373413
VYAN,,,Ann,,19.76917458,94.02488708
VYAS,,,Anisakan,,21.9551239,96.40763855
VYBG,VYBG,NYU,Bagan Nyaung,Burma,21.17896652,94.93035126
VYBM,VYBM,BMO,Bhamo,Burma,24.27083015,97.24727631
VYCI,VYCI,,Coco Island,Myanmar,14.13868904,93.36801147
VYCZ,VYCZ,,Mandalay Chanmyathazi,Burma,21.94457436,96.09013367
VYDW,VYDW,TVY,Dawei,Myanmar,14.10029888,98.20378876
VYGG,,,Gantgaw,,22.14968109,94.11695099
VYGW,,,Gwa,,17.59980965,94.58372498
VYHB,,,Hmawby,,17.1155529,96.06666565
VYHH,,,Heho,,20.74699974,96.79060364
VYHL,,,Hommalinn,,24.89933014,94.91307068
VYKG,VYKG,KET,Kengtung,Burma,21.30164909,99.63576508
VYKI,,,Select XVY0002 For Fse Vyki,,25.98749733,95.67861176
VYKL,,,Kalay,,23.18841553,94.04882813
VYKP,,,Kyaukpyu,,19.42254639,93.53341675
VYKT,,,Kawthoung,,10.04909706,98.53858948
VYKU,,,Select Vyxg For Fse Vyku,,21.40013504,94.13306427
VYLK,,,Loikaw,,19.69159698,97.21591187
VYLS,,,Lashio,,22.97784424,97.75299835
VYLY,,,Lanywa,,20.94037819,94.82180786
VYMD,VYMD,MDL,Mandalay Intl,Burma,21.70107269,95.97745514
VYME,,,Myeik,,12.43982697,98.62039948
VYMK,VYMK,MYT,Myitkyina,Burma,25.38382149,97.353508
VYML,,,Meiktila,,20.88316727,95.88218689
VYMM,VYMM,MNU,Mawlamyine,Burma,16.44485283,97.66083527
VYMN,,,Manaung,,18.84568977,93.68833923
VYMO,,,Momeik,,23.09209442,96.64506531
VYMS,,,Mong Hsat,,20.51633644,99.25657654
VYMT,,,Mong Tong,,20.28130913,98.91587067
VYMW,,,Magway,,20.16556168,94.94069672
VYMY,,,Monywar,,22.23332787,95.1155777
VYNP,VYNP,,Nampong,Burma,25.35437393,97.29515076
VYNS,,,Namsang,,20.89012337,97.73677063
VYNT,VYNT,NYT,Naypyitaw Intl,Burma,19.62355042,96.2009964
VYPA,,,Hpa An,,16.89348793,97.67500305
VYPK,,,Pauk,,21.44877815,94.48716736
VYPN,VYPN,BSX,Pathein,Burma,16.81210327,94.77386475
VYPP,,,Hpapun,,18.06668663,97.44924927
VYPT,VYPT,PBU,Putao,Burma,27.33018684,97.42614746
VYPU,VYPU,PKK,Pakhokku,Myanmar,21.40533257,95.11133575
VYPY,,,Pyay,,18.8240242,95.26620483
VYST,,,Shante,,20.94158554,95.91552734
VYSW,VYSW,AKY,Sittwe,Burma,20.1339798,92.86756134
VYTD,VYTD,SNW,Thandwe,Burma,18.46065331,94.29970551
VYTL,VYTL,THL,Tachileik,Burma,20.48481178,99.93480682
VYTO,,,Taungoo,,19.0312767,96.39935303
VYXG,VYXG,,Kyaukhtu South,Myanmar,21.4070282,94.13166809
VYYE,,,Ye,,15.29993629,97.86756897
VYYY,VYYY,RGN,Yangon Intl,Burma,16.90726662,96.13323975
W00,,,Freeway,United States,38.94135284,-76.77238464
W01,,,Tonasket Muni,,48.72486877,-119.4656372
W02,,,Fairs,,38.04593658,-75.55306244
W03,,,Wilson Industrial Air Center,United States,35.77040863,-77.96979523
W04,,,Ocean Shores Muni,United States,46.99919128,-124.1429443
W05,,,Gettysburg Regl,United States,39.84130478,-77.27463531
W07,,,Leon,,38.70336914,-81.95173645
W09,,,Lower Monumental State,,46.54974365,-118.5360565
W10,,,Whidbey Air Park,United States,48.01693726,-122.4376602
W11,,,Select Klum For Fse W11,,44.89447403,-91.86693573
W12,,,Lost River Resort,United States,48.64993286,-120.5019531
W13,,,Eagle's Nest,United States,38.07731628,-78.9446106
W14,,,Merifield,,36.58438873,-78.50117493
W15,,,Scotland Neck,,36.16761398,-77.40617371
W16,,,Firstair Field,United States,47.87100983,-121.9952698
W18,,,Suburban,United States,39.07693481,-76.82797241
W19,,,Verona,USA,42.99000168,-89.50900269
W20,,,Moses Lake Municipal,United States,47.14204407,-119.2381134
W22,,,Upshur Co Regl,USA,39.00058365,-80.27494812
W23,,,Wild Rose Idlewild,United States,44.20043564,-89.21672058
W24,,,Falwell,United States,37.37858963,-79.12200928
W26,,,Foxair,,44.49888229,-88.02232361
W27,,,Woodland State,United States,45.89956665,-122.7379227
W28,,SQV,Sequim Valley,,48.09737396,-123.1874542
W29,,,Bay Bridge,United States,38.97578812,-76.32957458
W31,,,Lunenburg County,,36.96040344,-78.185112
W32,,,Washington Executive/Hyde,United States,38.7482605,-76.93281555
W33,,,Friday Harbor,,48.53709793,-123.0096207
W34,,,Shiocton,,44.45470428,-88.56176758
W35,,,Potomac Airpark,USA,39.69261169,-78.16608429
W36,,,Will Rogers Wiley Post Meml,,47.50690842,-122.2230759
W37,,,American Lake,,47.14148712,-122.5609589
W38,,,Craft Air,,35.6002121,-77.61094666
W39,,,Select WA39 For Fse W39,,48.60792923,-123.1596298
W40,,,Mount Olive Muni,United States,35.22145462,-78.03862
W41,,,Crisfield-Somerset County,,38.01816559,-75.82685852
W42,,,Fallston,United States,39.50175476,-76.41027069
W43,,,Hulett Muni,,44.66286087,-104.567833
W45,,,Select Klua For Fse W45,,38.66705322,-78.50056458
W48,,,Essex Skypark,United States,39.26016998,-76.43759918
W49,,,Rosario,,48.6456604,-122.8679581
W50,,,Davis,United States,39.24354553,-77.15009308
W52,,,Goheen,United States,45.82727814,-122.5755768
W53,,,Canaan Air Base,United States,35.08728409,-77.16226959
W55,,LKE,Kenmore Air Lake Union,United States,47.63317108,-122.3366165
W56,,,Fly For Fun,United States,45.68700027,-122.5216065
W57,,,Round Lake,United States,42.93328476,-73.77862549
W58,,,Select 9WA4 For Fse W58,,45.76455307,-122.5150833
W59,,,Hinton-Alderson,,37.67887497,-80.71038055
W63,,,Marks Muni,,36.5957489,-78.56014252
W66,,,Select Khwy For Fse W66,,38.58704758,-77.71138
W67,,,Buckhannon-Upshur County,,38.99169922,-80.26829529
W73,,,Mid Atlantic Soaring Center,United States,39.75712585,-77.35124969
W74,,,Hickory Hill,,34.93664551,-76.94429016
W75,,,Hummel Field,,37.6019783,-76.4475708
W77,,,Sanford-Lee County Brick Field,,35.43360519,-79.18200684
W78,,,William M Tuck,,36.70937347,-78.84833527
W79,,,Tappahannock Mun,,37.92506409,-76.87084198
W81,,,Crewe Muni,USA,37.1810112,-78.0984726
W85,,,Keysville,,37.0375824,-78.46272278
W87,,,Wickenheiser,,42.01809692,-83.37715149
W88,,,Air Harbor,United States,36.17137909,-79.80461121
W90,,,New London,,37.27172852,-79.33589935
W91,,,Smith Mountain Lake,United States of America,37.10772324,-79.59247589
W92,,,Sky Bryce,United States,38.81540298,-78.77075958
W94,,,Camp Peary Landing Strip,,37.31279373,-76.63821411
W95,,,Ocracoke Island,United States,35.10116577,-75.9659729
W96,,,New Kent County,USA,37.50342941,-77.1265564
W97,,,Select Kfyj For Fse W97,,37.52122879,-76.76477814
W99,,,Grant County,United States,38.99494553,-79.14585876
WA00,,,Mercer Ranch,,45.89963913,-119.9053803
WA01,,,J Z Almira Airfield,,47.72183228,-118.9469986
WA01X,,,Select 3S0 For Fse WA01,,46.35620499,-123.8145905
WA02,,,The Island Hospital,United States,48.50267792,-122.6147308
WA04,,,Hitchcock Airstrip,,46.37723541,-120.7551575
WA05,,,Select XK8W5 For Fse WA05,,47.65675735,-122.7332077
WA07,,,Select 0S4 For Fse WA07,,48.37482452,-122.338768
WA08,,,Zwainz Farms,United States,47.71406555,-117.9193115
WA09,,RCE,Roche Harbor,United States,48.61232376,-123.1385193
WA0A,,,Aurina,,-3.46532345,140.3019104
WA0AX,,,Select Wass For Fse WA0A,,-0.89312947,131.2875061
WA0B,,,Idedua,,-3.96255302,135.4821167
WA0C,,,Bias,,-3.9998579,140.8198547
WA0D,,,Dadou,,-3.68654799,136.0639038
WA0E,,,Gilika,,-3.99602795,139.6720276
WA0EX,,,Select WA1B For Fse WA0E,,-6.57341242,134.1470642
WA0F,,,Goyage,,-3.72552514,138.4287109
WA0G,,,Jandurau,,-0.85810435,133.214386
WA0H,,,Lelambo,,-4.03120804,139.7870483
WA0I,,,Lolat,,-4.48760414,139.4386597
WA0J,,,Meyambo (Team),,-1.11402464,133.6188355
WA0JX,,,Select Walv For Fse WA0J,,3.45572853,117.8673706
WA0K,,,Mipol,,-4.60488033,140.6350098
WA0KX,,,Select Wabf For Fse WA0K,,-0.93571001,134.8721008
WA0L,,,Mot,,-4.16316032,140.8522034
WA0M,,,Nekori,,-0.94372237,133.1647034
WA0N,,,Obiyo,,-4.74562979,139.2003632
WA0O,,,Okbape,,-4.82372475,140.3578949
WA0P,,,Okhika,,-4.66473293,140.6775665
WA0Q,,,Paro,,-4.38836575,138.2337341
WA0R,,,Taria,,-3.41311216,138.8935547
WA0S,,,Terablu,,-3.99204469,140.4473572
WA0T,,,Terponis,,-3.97219729,140.6591797
WA0U,,,Tinggipura,,-3.97911167,138.3631592
WA0V,,,Wapoga,,-3.04000831,136.3775024
WA0W,,,Tulem (Cama),,-4.03358841,138.9093628
WA0X,,,Pagamba,,-3.6433053,136.678421
WA0Y,,,Waliburu,,-5.40031004,140.1988373
WA0Z,,,Nakai,,-5.23404217,140.5201111
WA10,,,Select 78V For Fse WA10,,43.72218704,-106.6672669
WA12,,,Select 06S For Fse WA12,,48.70753479,-122.1776581
WA14,,,Connell City,United States,46.66053009,-118.8305206
WA15,,,Coulee City,United States,47.61381531,-119.2489624
WA16,,,Banas Field,United States,46.80004883,-123.5408325
WA18,,,Decatur Jones,United States,48.51023865,-122.8029785
WA19,WARP,,Pagerungan,United States,-6.95666647,115.9325028
WA1B,,,Aru,,-6.57369518,134.1466675
WA23,,,Pine Bluff,,48.02059937,-117.7388001
WA24,,,Pfisters,United States,46.3995285,-119.0206146
WA25,,,Green Valley Airfield,United States,48.09595108,-122.0152741
WA26,,,Harrah,United States,46.40800095,-120.6340027
WA28,,,Tom Matson,,47.332901,-122.2229462
WA29,,,La Center View,United States,45.89419556,-122.5941391
WA30,,,Lacrosse Muni,United States,46.79179382,-117.9230347
WA35,,,Clam Harbor,United States,48.62211609,-122.9473648
WA37,,,Chinook Farms,United States,46.90868378,-120.438324
WA39,,,Roche Harbor,United States,48.60986328,-123.167778
WA41,,,Bear Canyon West Field,,46.59851074,-122.4850464
WA42,,,Staceys,United States,47.97562408,-122.7727051
WA44,WAWC,TQQ,Maranggo,Indonesia,-5.7661891,123.9194336
WA45,,,Olympic Field,United States,47.99651718,-122.898941
WA46,,,Daybreak,United States,45.83042145,-122.6376648
WA47,,,Flying Rock Airpark (Pvt),,47.15267944,-120.637352
WA52,,,Deer Flat,,47.95943451,-117.6111908
WA53,,,Harborview Medical Center,,47.60398865,-122.3231812
WA54,,,1001 Fourth Avenue Plaza,,47.60676575,-122.3337402
WA55,,,Elliott Park,,47.61981964,-122.3606796
WA56,,,Israel's Farm,United States,48.50782013,-122.0906677
WA57,,,Bluecreek,United States,48.31391144,-117.8390274
WA58,,,Eliza Island,,48.65047455,-122.5853043
WA59,,,Rakes Glen,United States,48.12559891,-123.150177
WA62,,,Paradise Air Ranch,United States,47.47085571,-117.4195938
WA63,,,Eagles Nest,,48.93148041,-118.5756073
WA65,,,Wa Ng - Sinclair Hgts,USA,47.55400085,-122.6819992
WA66,,,Spring Creek Ranch,,45.80854797,-121.495491
WA67,,,Green Mountain,,45.6630249,-122.4726868
WA68,,,Vantage,United States,46.93520355,-119.9878922
WA69,,,Wax Orchards,United States,47.40047455,-122.4993897
WA73,,,Smith,,48.52342224,-117.8564148
WA74,,,Quincy Flying Service,United States,47.22667694,-119.9083557
WA76,,,Columbia Crest Winery,United States,45.95561218,-119.6219482
WA77,,,Enumclaw,United States,47.19628906,-122.0202408
WA78,,,Sky River Ranch,,45.62839127,-122.1910095
WA79,,,Walter Sutton's Strip,United States,45.92926788,-122.4066315
WA80,,,Mc Clellan Field,United States,45.89373016,-122.5483322
WA81,,,Select 81W For Fse WA81,,48.51626587,-122.9179535
WA82,,,The Boeing Company,,47.93120575,-122.2648544
WA83,,,West Sound Marina,,48.62735748,-122.9568634
WA84,,,Auburn Academy,United States,47.28089905,-122.1506653
WA85,,,Weyerhaeuser,,47.29815674,-122.2978973
WA86,,,Boeing - Auburn Complex,USA,47.28292465,-122.2442932
WA87,,,Parkside Airpark,United States,45.81564331,-122.5538712
WA88,,,Horse Fly,United States,48.89289093,-122.556839
WA89,,,Kadlec Medical Center,,46.26805496,-119.2897186
WA90,,,Floathaven Airstrip,United States,48.72625732,-122.3371277
WA90X,,,Select 0W7 For Fse WA90,,48.73114014,-122.3512726
WA91,,,Pathfinder Helicopter,,47.75878525,-117.1546555
WA92,,,Mc Neil Island Emergency Pad,,47.19620895,-122.6626282
WA93,,,Eliza Island,,48.6529007,-122.585083
WA94,,,Washington Air Museum,,47.33398819,-122.0237274
WA95,,,Skyqueen,United States,46.71902084,-122.9115067
WA96,,,Leisureland Airpark,United States,47.60790253,-122.7736206
WA97,,,Buena,United States,46.44287491,-120.3400116
WA98,,,Kobok,Celebes Islands,1.10156488,127.7023773
WA99,,,Flying K Ranch,United States,46.32834625,-122.8854828
WAA,,,Weishaar International,,47.479599,-118.7577515
WAAA,WAAA,UPG,Ujung Pandang Hasanuddin,Indonesia,-5.06083345,119.5544434
WAAB,WAAB,BUW,Bandara Betoambari,Indonesia,-5.48603868,122.5698166
WAAL,WAAL,,Ponggaluku,Indonesia,-4.31730843,122.4670334
WAAM,WAWM,MXB,Andi Jemma,Indonesia,-2.55799127,120.3243713
WAAS,,,Select Waws For Fse Waas,,-2.52943945,121.3574143
WAAT,WAFT,TTR,Pongtiku,Indonesia,-3.04536009,119.8237839
WAAU,,,Select Waww For Fse Waau,,-4.08201885,122.4168625
WABA,,,Kambuaya/Ayamaru (Gki),,-1.31890345,132.2840271
WABB,WABB,BIK,Biak Frans Kaisiepo,Indonesia,-1.19194448,136.1100006
WABD,,,Moanamani,,-4.00678539,136.0380554
WABE,,,Ilu (DGAC),,-3.70556521,138.1998596
WABF,WABF,,Numfor/Kemiri (DGAC),IDN,-0.93574852,134.8720551
WABG,WABG,WET,Waghete,Indonesia,-4.05999994,136.2799988
WABI,WABI,NBX,Nabire,Indonesia,-3.36792493,135.4971008
