"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"ND53","47.131401062","-99.75289917","civil","1768","James Whitman","Robinson","North Dakota","United States","1774","5","2999","0"
"ND54","47.129199982","-99.73040009","civil","762","Whitman Field","Robinson","North Dakota","United States","1782","1","2499","0"
"ND56","47.933300018","-101.6669998","civil","1006","Ryder","Ryder","North Dakota","United States","2108","5","1299","0"
"ND57","48.981700897","-98.89070129","civil","762","Weston","Sarles","North Dakota","United States","1574","5","2499","0"
"ND58","47.348300934","-101.8160019","civil","914","Dakota Gas Private","Beulah","North Dakota","United States","1903","5","2999","0"
"ND59","46.987499237","-97.52950287","civil","792","Grieve","Buffalo","North Dakota","United States","1207","5","2599","0"
"ND60","47.958900452","-97.47979736","civil","610","Frokjer","Arvilla","North Dakota","United States","952","5","1999","0"
"ND61","46.832500458","-100.2949982","civil","975","Top's Airstrip","Sterling","North Dakota","United States","1921","5","3199","0"
"ND62","46.848300934","-102.4580002","civil","1097","Brands","Taylor","North Dakota","United States","2422","5","2399","0"
"ND65","46.988899231","-101.3539963","civil","762","Letzring","Center","North Dakota","United States","2229","5","2499","0"
"ND67","46.353599548","-101.6299973","civil","610","Leith Private","Leith","North Dakota","United States","2359","5","1999","0"
"ND68","46.955799103","-97.30120087","civil","975","Vining","Wheatland","North Dakota","United States","979","5","3199","0"
"ND69","47.164699554","-98.46759796","civil","838","Wimbledon Muni","Wimbledon","North Dakota","United States","1489","5","2749","0"
"ND72","47.684398651","-100.0849991","civil","872","Lonetree Airstrip","Harvey","North Dakota","United States","1646","5","2859","0"
"ND73","47.048301697","-97.25559998","civil","701","Peterson","Amenia","North Dakota","United States","998","5","2299","0"
"ND74","47.016601562","-97.16290283","civil","701","Smith Pvt","Amenia","North Dakota","United States","939","5","2299","0"
"ND75","47.720001221","-100.2689972","civil","914","Pete's Tractor Salvage","Anamoose","North Dakota","United States","1654","5","2999","0"
"ND76","47.059700012","-97.15679932","civil","762","Turner Field","Arthur","North Dakota","United States","941","2","2499","0"
"ND77","46.049999237","-99.18370056","civil","1219","Nitschke Field","Ashley","North Dakota","United States","2009","5","2199","0"
"ND78","47.040000916","-97.53700256","civil","792","Wilcox Farm","Ayr","North Dakota","United States","1209","5","2599","0"
"ND79","48.844398499","-97.67340088","civil","1097","Backoo","Backoo","North Dakota","United States","887","5","3599","0"
"ND80","47.081699371","-100.7249985","civil","1219","Spitzer","Baldwin","North Dakota","United States","2049","5","1999","0"
"ND82","48.63809967","-98.77940369","civil","610","Lindseth Strip","Munich","North Dakota","United States","1599","5","1999","0"
"ND83","46.533599854","-100.1230011","civil","823","McLeish Lndg Strip","Braddock","North Dakota","United States","1999","5","2699","0"
"ND84","48.480300903","-97.84480286","civil","762","Windingland Private","Edinburg","North Dakota","United States","1249","5","2499","0"
"ND85","46.493099213","-100.1790009","civil","701","Humann Private Airstrip","Hazelton","North Dakota","United States","1979","5","2299","0"
"ND86","48.563899994","-103.9629974","civil","664","Peterson","Grendra","North Dakota","United States","2189","5","2177","0"
"ND87","47.60559845","-102.1050034","civil","366","Indian Hill Resort","Garrison","North Dakota","United States","2009","5","1199","0"
"ND88","48.037498474","-102.9209976","civil","549","Olson Pvt","Charlson","North Dakota","United States","2249","5","1799","0"
"ND89","47.055801392","-98.50700378","civil","610","Mutschler Field","Clementsville","North Dakota","United States","1489","5","1999","0"
"ND90","45.966598511","-97.73370361","civil","1676","Dahl Pvt","Cogswell/Brampton/","North Dakota","United States","1284","5","2999","0"
"ND91","46.280799866","-97.15059662","civil","713","Dotzenrod","Wyndmere","North Dakota","United States","1061","5","2339","0"
"ND92","46.708301544","-97.11699677","civil","1341","Schroeder","Davenport","North Dakota","United States","919","5","2599","0"
"ND95","48.655601501","-98.75219727","civil","671","Farm Strip","Munich","North Dakota","United States","1599","5","2199","0"
"ND96","46.801700592","-100.6790009","civil","914","Sauter","Bismark","North Dakota","United States","1729","5","2999","0"
"ND98","46.760799408","-100.6549988","civil","640","Cloud Nine","Lincoln","North Dakota","United States","1829","5","2099","0"
"ND99","46.720199585","-96.80950165","civil","805","Ellig Field","Hickson","North Dakota","United States","909","5","2639","0"
"NDR","-6.293079853","142.23699951","civil","915","Nomad River","Nomad River","","Papua New Guinea","289","5","3001","0"
"NE01","40.194698334","-98.35199738","civil","762","Schutte","Guide Rock","Nebraska","United States","1875","5","2499","0"
"NE04","40.094501495","-98.34169769","civil","853","Ely","Guide Rock","Nebraska","United States","1742","5","2799","0"
"NE06","42.825000763","-98.42539978","civil","2012","Woolf Brothers","Lynch","Nebraska","United States","1394","5","2599","0"
"NE08","40.547798157","-101.9779968","civil","792","Larrabee","Lamar","Nebraska","United States","3517","2","2599","0"
"NE09","41.963298798","-97.46730042","civil","762","Simpson","Norfolk","Nebraska","United States","1649","5","2499","0"
"NE11","41.36000061","-96.04029846","civil","610","Durands Sky Ranch","Omaha","Nebraska","United States","1284","5","1999","0"
"NE12","41.238899231","-98.22810364","civil","785","Sullivan Airstrip","Palmer","Nebraska","United States","1744","5","2574","0"
"NE15","41.049999237","-96.38279724","civil","549","Starns Auxiliary","Ashland","Nebraska","United States","1079","5","1799","0"
"NE17","41.248600006","-98.4559021","civil","671","Walts Aerial Service","St Paul","Nebraska","United States","1794","1","2199","0"
"NE18","40.914199829","-97.08059692","civil","488","Krutz","Seward","Nebraska","United States","1449","5","1599","0"
"NE19","41.595798492","-102.8170013","civil","610","AG Air","Broadwater","Nebraska","United States","3650","5","1999","0"
"NE20","40.186100006","-96.21140289","civil","701","Bernadt","Steinauer","Nebraska","United States","1289","5","2299","0"
"NE24","41.033298492","-96.81700134","civil","853","Polaks Sky Ranch","Valparaiso","Nebraska","United States","1267","5","2799","0"
"NE25","41.181900024","-100.8600006","civil","600","Orr Field","North Platte","Nebraska","United States","2859","5","1969","0"
"NE27","41.366699219","-96.95030212","civil","686","Abie Sky Ranch","Abie","Nebraska","United States","1439","5","2249","0"
"NE29","40.513900757","-99.01200104","civil","1585","Cavanaugh","Minden","Nebraska","United States","2174","5","2599","0"
"NE30","40.573600769","-99.42040253","civil","914","Olson Field","Holdrege","Nebraska","United States","2329","1","2999","0"
"NE31","42.014499664","-97.58640289","civil","805","B.C. Air","Battle Creek","Nebraska","United States","1599","5","2639","0"
"NE33","40.709701538","-96.47669983","civil","549","Clearidge","Bennet","Nebraska","United States","1319","5","1799","0"
"NE34","41.038898468","-102.9530029","civil","701","Fehringer Aerodrome","Sidney","Nebraska","United States","4299","5","2299","0"
"NE35","40.058300018","-97.54119873","civil","427","Sutton","Chester","Nebraska","United States","1582","5","1399","0"
"NE37","41.472499847","-97.27140045","civil","396","Loseke Airstrip","Columbus","Nebraska","United States","1489","5","1299","0"
"NE38","40.709499359","-98.56009674","civil","776","Aknux","Prosser","Nebraska","United States","2024","1","2544","0"
"NE39","40.950000763","-96.65029907","civil","549","Warbonnet AG Strip","Davey","Nebraska","United States","1324","5","1799","0"
"NE40","40.715801239","-96.86779785","civil","762","Denton Airfield","Denton","Nebraska","United States","1269","1","2499","0"
"NE42","40.933300018","-96.70059967","civil","366","Dream Field","Lincoln","Nebraska","United States","1193","5","1199","0"
"NE43","41.43970108","-96.7542038","civil","439","Musiel","Morse Bluff","Nebraska","United States","1229","5","1439","0"
"NE44","41.983299255","-98.08370209","civil","1189","Koinzan","Elgin","Nebraska","United States","1918","5","2599","0"
"NE45","40.694400787","-96.57779694","civil","884","Stewart Field","Bennet","Nebraska","United States","1379","5","1599","0"
"NE48","40.954200745","-98.24890137","civil","802","Terry Farm","Grand Island","Nebraska","United States","1804","5","2629","0"
"NE49","41.066699982","-96.25029755","civil","732","Koke","Gretna","Nebraska","United States","1264","5","2399","0"
"NE50","42.615299225","-97.41030121","civil","366","Sudbeck Field","Hartington","Nebraska","United States","1479","5","1199","0"
"NE51","40.65719986","-96.75779724","civil","610","Kohles","Martell","Nebraska","United States","1319","5","1999","0"
"NE52","40.077800751","-97.61499786","civil","518","Easton Field","Hebron","Nebraska","United States","1599","5","1699","0"
"NE53","40.591098785","-96.58889771","civil","549","Liesveld","Holland","Nebraska","United States","1384","5","1799","0"
"NE54","41.708301544","-96.97949982","civil","576","Dostal-Bradley","Howells","Nebraska","United States","1499","5","1889","0"
"NE56","41.341400146","-96.39499664","civil","817","Werner","Valley","Nebraska","United States","1156","2","2679","0"
"NE57","40.092201233","-96.47810364","civil","1036","Thomas","Liberty","Nebraska","United States","1349","5","3399","0"
"NE59","40.833301544","-96.56700134","civil","512","Pester","Lincoln","Nebraska","United States","1149","5","1679","0"
"NE64","41.105300903","-96.40950012","civil","421","Luetkenhaus","Memphis","Nebraska","United States","1119","5","1379","0"
"NE65","40.766998291","-97.07779694","civil","805","Roth","Milford","Nebraska","United States","1484","1","2639","0"
"NE73","40.723300934","-101.4570007","civil","792","Stinking Water Creek","Elsie","Nebraska","United States","3164","5","2599","0"
"NE77","40.96149826","-95.91190338","civil","671","Cole","Plattsmouth","Nebraska","United States","1169","5","2199","0"
"NE79","40.652801514","-96.62110138","civil","506","Mueller Field","Roca","Nebraska","United States","1404","5","1659","0"
"NE80","40.676399231","-96.6391983","civil","853","Weaver","Roca /Lincoln/","Nebraska","United States","1329","5","1699","0"
"NE82","40.932498932","-95.99949646","civil","701","Nolte Farms","Murray","Nebraska","United States","1244","5","2299","0"
"NE85","41.687198639","-98.30259705","civil","732","Glaser","Spalding","Nebraska","United States","2034","1","2399","0"
"NE86","40.665599823","-97.86979675","civil","975","Traudt","Sutton","Nebraska","United States","1724","5","3199","0"
"NE87","40.097198486","-98.06479645","civil","1589","Rempe Private","Superior","Nebraska","United States","1759","5","5213","0"
"NE88","41.020801544","-96.86419678","civil","610","Novotny/Tonar Farms","Valparaiso","Nebraska","United States","1425","5","1999","0"
"NE89","42.543300629","-97.96869659","civil","610","Herberts Farm","Winnetoon","Nebraska","United States","1657","5","1999","0"
"NE92","40.04940033","-96.66609955","civil","805","Thomsen","Wymore","Nebraska","United States","1404","5","2639","0"
"NE99","41.575000763","-101.8180008","civil","792","Hawkins Ranch","Arthur","Nebraska","United States","3679","5","2599","0"
"NFD","30.507699966","-87.64550018","civil","2606","Summerdale NOLF","Summerdale","Alabama","United States","148","1","2849","0"
"NFFN","-17.75639915","177.44400024","civil","5347","Nadi Intl","Nadi","","Fiji Islands","58","1","10523","3"
"NFJ","30.500200272","-86.94999695","civil","2438","Choctaw NOLF","Milton","Florida","United States","101","1","7999","0"
"NFNA","-18.04470062","178.56300354","civil","1870","Nausori Intl","Nausori","","Fiji Islands","16","1","6134","3"
"NFNL","-16.46780014","179.33999634","civil","1070","Labasa","Labasa","","Fiji Islands","43","1","3510","3"
"NFNM","-16.68950081","-179.8820038","civil","1000","Matei","Matei","","Fiji Islands","69","1","3280","3"
"NFNR","-12.48279953","177.07099915","civil","1494","Rotuma","Rotuma","","Fiji Islands","24","3","4901","3"
"NFTF","-21.24099922","-175.1399994","civil","4193","Fua'amotu Intl","Nuku'alofa","","Tonga","125","1","8800","3"
"NFTL","-19.77799988","-174.3410034","civil","1200","Ha'apai-Lifuka","Ha'apai-Lifuka Island","","Tonga","39","1","3936","0"
"NFTP","-15.97669983","-173.7550049","civil","729","Niuatoputapu","Niuatoputapu","","Tonga","16","6","2391","3"
"NFTV","-18.58550072","-173.9700012","civil","1699","Vava'u","Vava'u","","Tonga","235","1","5574","3"
"NGFU","-8.525139809","179.19599915","civil","1540","Funafuti Intl","Funafuti","","Tuvalu","8","3","5051","3"
"NGS","30.600200653","-86.94999695","civil","5486","Santa Rosa NOLF","Milton","Florida","United States","149","1","4499","3"
"NGTA","1.3783299923","173.1499939","civil","1926","Bonriki Intl","Tarawa I","","Kiribati","8","1","6319","3"
"NGTE","-1.223809958","174.77600098","civil","1036","Tabiteuea North","Tabiteuea North","","Kiribati","6","3","3399","3"
"NGTU","3.083329916","172.81700134","civil","1066","Butaritari","Butaritari","","Kiribati","4","3","3497","3"
"NGW","27.700300217","-97.43440247","civil","3048","Cabaniss Field NOLF","Corpus Christi","Texas","United States","29","1","4999","3"
"NGZ","37.788299561","-122.3199997","civil","4633","Alameda NAS","Alameda","California","United States","13","2","7999","3"
"NH03","43.029201508","-71.64530182","civil","610","Lee Field","Goffstown","New Hampshire","United States","299","5","1999","0"
"NH07","43.280399323","-71.45659637","civil","503","Cooper Farm","Loudon","New Hampshire","United States","484","5","1649","0"
"NH14","43.820400238","-71.13400269","civil","2073","White Mountain Gateway","Freedom","New Hampshire","United States","469","2","6799","0"
"NH15","43.386699677","-71.23339844","civil","762","Locke Lake","Barnstead","New Hampshire","United States","701","5","2499","0"
"NH16","42.741798401","-71.70760345","civil","610","Brookline","Brookline","New Hampshire","United States","414","1","1999","0"
"NH17","42.727600098","-71.71759796","civil","457","Zim","Mason","New Hampshire","United States","519","5","1499","0"
"NH18","43.733398438","-71.15119934","civil","610","Chickville","Center Ossipee","New Hampshire","United States","559","5","1999","0"
"NH20","43.492298126","-71.64589691","civil","335","Ward Field","Sanbornton","New Hampshire","United States","439","1","1099","0"
"NH24","43.708400726","-71.28559875","civil","701","Melvin Village","Melvin Village","New Hampshire","United States","669","5","2299","0"
"NH25","43.686698914","-71.28919983","civil","457","Flying H Skyport","Melvin Village","New Hampshire","United States","619","1","1499","0"
"NH28","43.008399963","-70.79949951","civil","762","Cibor","Rye","New Hampshire","United States","99","1","2499","0"
"NH30","42.996799469","-70.92759705","civil","427","Stratham Field","Stratham","New Hampshire","United States","51","6","1399","0"
"NH31","43.650100708","-71.14949799","civil","914","Mountain View Field","Wolfeboro","New Hampshire","United States","964","5","2999","0"
"NH36","43.626998901","-71.34449768","water","999","Arthur's","Center Harbor","New Hampshire","United States","503","11","4999","0"
"NH37","43.070400238","-71.46510315","water","999","Breault's River Side","Hooksett","New Hampshire","United States","189","11","4999","0"
"NH38","43.97259903","-71.1697998","civil","610","Leavitt","Albany","New Hampshire","United States","859","6","1999","0"
"NH39","43.033401489","-72.42980194","civil","640","Frank D. Comerford","Walpole","New Hampshire","United States","639","5","2099","0"
"NH40","43.404701233","-71.95040131","civil","853","Eagles Nest","New London","New Hampshire","United States","997","1","2799","0"
"NH43","43.17950058","-71.13700104","civil","533","Murphy-Sherwood Park","Nottingham","New Hampshire","United States","199","5","1749","0"
"NH49","43.970298767","-71.67949677","civil","518","Bradley Field","Woodstock","New Hampshire","United States","649","5","1699","0"
"NH60","42.960601807","-71.65339661","civil","287","Huff Memorial","New Boston","New Hampshire","United States","839","5","939","0"
"NH61","42.968101501","-71.18119812","civil","518","Heaton","Chester","New Hampshire","United States","187","5","1699","0"
"NH64","42.911201477","-71.03410339","water","999","Pow-Wow","Kingston","New Hampshire","United States","115","11","3999","0"
"NH67","42.978401184","-71.0094986","civil","488","Winterwood","Brentwood","New Hampshire","United States","129","5","1599","0"
"NH68","43.479999542","-71.17019653","water","999","Merrymeeting Lake","New Durham","New Hampshire","United States","646","11","3999","0"
"NH69","43.830600739","-71.18699646","civil","1219","Windsock Village","West Ossipee","New Hampshire","United States","459","5","3999","0"
"NH71","43.638698578","-71.32309723","water","999","Loons Nest","Tuftonboro","New Hampshire","United States","503","11","4499","0"
"NH76","42.729000092","-71.78420258","civil","823","Mason Airfield","Mason","New Hampshire","United States","739","5","2699","0"
"NH78","42.747200012","-71.36920166","civil","457","Steck Farm","Pelham","New Hampshire","United States","459","5","1499","0"
"NH84","43.20759964","-71.22119904","civil","701","Northwood","Northwood","New Hampshire","United States","639","5","2299","0"
"NH86","43.175098419","-71.78730011","civil","640","Intervale","Henniker","New Hampshire","United States","424","1","2099","0"
"NHL","30.346099854","-87.54170227","civil","2743","Wolf NOLF","Wolf NOLF","Alabama","United States","60","1","2999","0"
"NIN","60.020198822","-151.5890045","civil","739","Ninilchik","Ninilchik","Alaska","United States","275","4","2424","0"
"NIS","-4.496329784","154.2250061","civil","1200","Nissan","Nissan","","Papua New Guinea","29","5","3936","0"
"NIUE","-19.07780075","-169.927002","civil","2335","Niue Intl","Niue Island","","Niue","208","1","7660","3"
"NJ00","40.845901489","-74.02880096","water","999","Ridgefield Park","Ridgefield Park","New Jersey","United States","9","11","5499","0"
"NJ01","39.417900085","-74.51260376","civil","411","Mcginnis","Absecon","New Jersey","United States","10","5","1349","0"
"NJ02","39.541801453","-75.30439758","civil","671","Alloway Airfield","Alloway","New Jersey","United States","139","5","2199","0"
"NJ06","39.45759964","-75.27320099","civil","457","B J Farms","Shiloh","New Jersey","United States","99","5","1499","0"
"NJ07","39.433498383","-75.40239716","water","999","Newport Meadows","Canton Lower Alloway Creek","New Jersey","United States","0","11","3999","0"
"NJ09","40.791801453","-75.07039642","civil","610","Matthews","Belvidere","New Jersey","United States","749","5","1999","0"
"NJ10","40.750099182","-75.06629944","civil","549","Johnson Farms","Belvidere","New Jersey","United States","1019","5","1799","0"
"NJ16","40.733398438","-74.88289642","civil","427","Sliker Strip","Califon","New Jersey","United States","964","5","1399","0"
"NJ20","39.812599182","-74.42459869","civil","1646","Coyle Field","Chatsworth","New Jersey","United States","189","6","1799","0"
"NJ24","39.713298798","-74.40000153","civil","549","Warren Grove Range","Burlington County","New Jersey","United States","104","2","1799","0"
"NJ25","39.789299011","-75.22910309","civil","673","Peaslees Airstrip","Clarksboro","New Jersey","United States","98","5","2206","0"
"NJ30","39.530799866","-75.47720337","civil","655","Paruszewski Farm Strip","Salem","New Jersey","United States","11","5","2149","0"
"NJ46","40.276500702","-74.3884964","civil","671","Mar Bar L Farms","Englishtown","New Jersey","United States","79","5","2199","0"
"NJ47","40.516799927","-74.88289642","civil","518","Teeny Weeny Acres","Flemington","New Jersey","United States","564","5","1699","0"
"NJ49","40.500701904","-74.95600128","civil","549","Bradford Field","Flemington","New Jersey","United States","529","5","1799","0"
"NJ50","40.480701447","-74.96179962","civil","914","Evans","Flemington","New Jersey","United States","469","5","2999","0"
"NJ52","39.59180069","-74.82460022","civil","683","Folsom","Folsom","New Jersey","United States","89","5","2239","0"
"NJ58","39.392601013","-74.60630035","civil","516","Nordheim Flying K Airpark","Bargaintown","New Jersey","United States","52","5","1691","0"
"NJ59","40.182899475","-74.27880096","civil","396","Ekdahl","Freehold","New Jersey","United States","117","5","1299","0"
"NJ60","40.187099457","-74.26709747","civil","853","Cuddihy Landing Strip","Freehold","New Jersey","United States","104","5","2799","0"
"NJ61","40.550098419","-75.01629639","civil","1280","Malone","Frenchtown","New Jersey","United States","479","5","2399","0"
"NJ63","40.467899323","-75.05039978","civil","975","Eagles Lair","Frenchtown","New Jersey","United States","459","5","3199","0"
"NJ64","39.705699921","-75.0802002","civil","549","Reeder","Glassboro","New Jersey","United States","144","5","1799","0"
"NJ65","40.853401184","-74.92960358","civil","686","John E. Rogers","Great Meadows","New Jersey","United States","499","5","2249","0"
"NJ69","39.658500671","-74.80239868","civil","518","Ideal Mfg Corp","Hammonton","New Jersey","United States","79","5","1699","0"
"NJ72","40.351200104","-74.1812973","civil","671","Hop Brook Farm","Holmdel","New Jersey","United States","139","5","2199","0"
"NJ74","39.562599182","-75.44960022","civil","671","Salem Airfield","Salem","New Jersey","United States","14","5","2199","0"
"NJ75","40.350101471","-74.36630249","civil","549","Werner Pvt","Jamesburg","New Jersey","United States","49","5","1799","0"
"NJ79","40.351501465","-74.90930176","civil","549","Goat Hill","Lambertville","New Jersey","United States","349","5","1799","0"
"NJ81","39.442298889","-74.94270325","civil","366","Free Spirit","Vineland","New Jersey","United States","84","5","1199","0"
"NJ95","40.555698395","-75.07240295","civil","579","Herr Brothers","Milford","New Jersey","United States","329","5","1899","0"
"NJ96","39.526199341","-74.95659637","civil","396","Als Landing Strip","Minotola","New Jersey","United States","114","5","1299","0"
"NJ98","41.316799164","-74.74960327","civil","610","Zitone","Montague","New Jersey","United States","586","2","1999","0"
"NK0","42.81029892","-76.31079865","water","999","Maus Marineland","New Hope","New York","United States","862","11","14999","3"
"NK01","43.999500275","-75.60489655","civil","549","Countryman's Landing Strip","Carthage","New York","United States","789","5","1799","0"
"NK04","43.250099182","-75.99960327","civil","457","Shepard","Constantia","New York","United States","462","5","1499","0"
"NK05","42.354801178","-76.51609802","civil","366","Tom N' Jerry","Danby","New York","United States","1489","5","1199","0"
"NK06","42.096199036","-73.85540009","civil","366","S.O.P.","Germantown","New York","United States","189","5","1199","0"
"NK07","41.326400757","-74.41200256","civil","488","Big Island","Goshen","New York","United States","409","5","1599","0"
"NK08","41.831798553","-74.12989807","civil","610","Sheeley's Farm","High Falls","New York","United States","259","5","1999","0"
"NK09","42.405601501","-76.82050323","civil","823","Eagle Ridge","Burdett","New York","United States","1479","5","2699","0"
"NK12","42.769500732","-78.54699707","civil","366","Donnelly's","Wales","New York","United States","1029","5","1199","0"
"NK13","42.658401489","-73.6384964","water","999","Snyder's Lake","Wynantskill","New York","United States","487","11","2999","0"
"NK23","42.92150116","-75.41410065","civil","610","Valley View","Waterville","New York","United States","1399","5","1999","0"
"NK24","42.347301483","-76.87879944","civil","488","Tilden","Montour Falls","New York","United States","899","5","1599","0"
"NK25","43.215900421","-78.80840302","civil","914","Cambria","Lockport","New York","United States","379","5","2999","0"
"NK26","42.050598145","-78.98729706","civil","610","Cole's Landing","South Valley","New York","United States","1385","5","1999","0"
"NK27","42.488998413","-78.63480377","civil","671","Hedge Hop Field","Springville","New York","United States","1399","5","2199","0"
"NK30","40.555698395","-73.88569641","water","999","Pvt Sealanes-Jamaica Bay","Brooklyn","New York","United States","0","11","4999","3"
"NK31","43.269500732","-78.14530182","civil","442","Dawn Patrol Aviation","Albion","New York","United States","479","5","1449","0"
"NK43","42.758399963","-73.92459869","civil","853","Jerry Phibbs","Albany","New York","United States","339","5","2799","0"
"NK47","42.041698456","-76.83300018","civil","610","Dalrymples","Elmira","New York","United States","899","1","1999","0"
"NK52","42.085098267","-76.9213028","civil","366","Connelly Field","Elmira","New York","United States","1524","5","1199","0"
"NK53","42.205600739","-76.77050018","civil","472","Dodge/Coppola/Wheeler","Sullivanville","New York","United States","1029","5","999","0"
"NK54","42.176700592","-76.64109802","civil","488","Matejka Field","Erin","New York","United States","1689","5","1599","0"
"NK59","42.143100739","-73.59120178","water","999","Copake Lake","Copake","New York","United States","714","11","6799","0"
"NK60","43.484798431","-74.35179901","water","999","Bostrup's Landing","Lake Pleasant","New York","United States","1724","11","12099","3"
"NK67","43.425098419","-76.13300323","civil","518","Eichler","Parish","New York","United States","449","5","1699","0"
"NK71","43.011199951","-76.34970093","civil","1219","Marcellus","Marcellus","New York","United States","849","5","2199","0"
"NK72","42.37620163","-76.53240204","civil","366","James Henion Pvt Field","Ithaca","New York","United States","1299","5","1199","0"
"NK74","42.744499207","-76.66359711","civil","914","Match Mate","Aurora","New York","United States","839","5","2999","0"
"NK76","42.891700745","-77.04969788","civil","701","Grammar","Geneva","New York","United States","749","5","2299","0"
"NK79","41.418399811","-74.53240204","civil","671","Lewis Landing","Slate Hill","New York","United States","879","5","2199","0"
"NK81","42.633399963","-78.3553009","civil","792","Roberts Roost","Arcade","New York","United States","1750","5","2599","0"
"NK82","43.315898895","-76.01490021","civil","762","Engineers","Constantia","New York","United States","479","5","2499","0"
"NK83","42.710098267","-74.22370148","civil","610","Boss","Quaker Street","New York","United States","1329","5","1999","0"
"NK87","43.066699982","-78.59970093","civil","732","Merkle","Clarence Center","New York","United States","589","5","2399","0"
"NK89","42.291698456","-77.05799866","civil","1448","Ultralight Flight Farm","Monterey","New York","United States","1199","5","1799","0"
"NK91","42.816200256","-74.62460327","civil","503","Boyle's Landing","Sharon Springs","New York","United States","1299","5","1649","0"
"NK93","42.697299957","-74.19960022","civil","792","Blue Heron","Gallupville","New York","United States","1199","5","2599","0"
"NKL","30.425199509","-86.89389801","civil","2195","Holley NOLF","Fort Walton Beach","Florida","United States","38","1","3599","0"
"NLWF","-14.31140041","-178.0659943","civil","1138","Point Vele","Futuna I","","Wallis and Futuna","19","6","3732","3"
"NLWW","-13.23830032","-176.1990051","civil","1884","Hihifo","Uvea I","","Wallis and Futuna","78","1","6181","3"
"NM01","36.924999237","-106.9899979","civil","1463","Dulce","Dulce","New Mexico","United States","6818","1","4799","0"
"NM02","34.922298431","-106.1669998","civil","671","Biplane Ranch","Chilili","New Mexico","United States","6499","5","2199","0"
"NM03","33.275100708","-104.3690033","civil","2134","K-D Field","Dexter","New Mexico","United States","3464","5","2399","0"
"NM04","36.677799225","-108.0839996","civil","732","Keller Field","Farmington","New Mexico","United States","5344","4","2399","0"
"NM05","36.744701385","-108.1500015","civil","792","Williams","Farmington","New Mexico","United States","5499","4","2599","0"
"NM08","32.262599945","-107.4039993","civil","1524","Solo Ranch","Deming","New Mexico","United States","4199","4","4999","0"
"NM09","31.867300034","-107.6360016","civil","1219","First Aero Squadron Airpark","Columbus","New Mexico","United States","4149","6","3999","0"
"NM10","35.879199982","-103.8130035","civil","1341","Tequesquite Ranch","Albert","New Mexico","United States","4499","5","2199","0"
"NM13","32.247299194","-107.1920013","civil","1524","Burris E Station","Las Cruces","New Mexico","United States","4299","4","4999","0"
"NM14","32.311199188","-107.2949982","civil","945","Burris 'e' Ranch","Las Cruces","New Mexico","United States","4399","4","3099","0"
"NM15","36.046100616","-103.887001","civil","805","Clavel Ranch","Roy","New Mexico","United States","5533","5","2639","0"
"NM16","36.866699219","-106.5670013","civil","1768","Chama Land &amp; Cattle Co.","Chama","New Mexico","United States","8024","5","5799","0"
"NM17","35.930599213","-104.1839981","civil","1792","Ray Ranch","Roy","New Mexico","United States","5849","5","3579","0"
"NM18","32.232601166","-107.7160034","civil","671","Allen's","Deming","New Mexico","United States","4350","2","2199","0"
"NM20","33.251998901","-104.4420013","civil","762","Benedict Airpark","Roswell","New Mexico","United States","3555","5","2499","0"
"NM21","35.174999237","-105.8700027","civil","881","Patterson Ranch","Stanley","New Mexico","United States","6695","5","2889","0"
"NM24","36.921699524","-106.5599976","civil","914","Eastside","Chama","New Mexico","United States","8029","1","2999","0"
"NM25","34.124198914","-105.6709976","civil","1494","Lincoln Station","Corona","New Mexico","United States","6654","4","4899","0"
"NM26","32.100101471","-107.822998","civil","792","Luna Landing","Deming","New Mexico","United States","4249","6","2599","0"
"NM27","36.42250061","-108.8610001","civil","1067","Sanostee","Gallup","New Mexico","United States","5949","4","3499","0"
"NM28","33.056999207","-106.0250015","civil","396","Beckett Farm","Tularosa","New Mexico","United States","4429","5","1299","0"
"NM29","35.834201813","-103.4369965","civil","914","Rosebud","Rosebud","New Mexico","United States","4819","4","2999","0"
"NM30","34.875099182","-103.0670013","civil","823","Mitchell Farms","Bellview","New Mexico","United States","4474","5","2699","0"
"NM31","35.165599823","-106.1760025","civil","823","Horizon Ranch Aerodrome","Edgewood","New Mexico","United States","6679","4","2699","0"
"NM32","35.707801819","-104.060997","civil","2499","Bell Ranch Waggoner","Bell Ranch","New Mexico","United States","4724","4","8199","0"
"NM33","35.54750061","-104.0839996","civil","914","Bell Ranch Headquarters","Bell Ranch","New Mexico","United States","4399","5","2999","0"
"NM36","34.902801514","-108.5149994","civil","2377","Candy Kitchen Ranch","Ramah","New Mexico","United States","7219","4","3999","0"
"NM37","33.576499939","-107.9000015","civil","1189","Adobe Ranch Private","Truth Or Consequences","New Mexico","United States","7353","2","3899","0"
"NM38","34.117298126","-104.427002","civil","1311","Double V Ranch","Fort Sumner","New Mexico","United States","4113","4","4299","0"
"NM39","36.632801056","-108.310997","civil","2134","Davenport","Farmington","New Mexico","United States","5719","1","6999","0"
"NM40","32.963401794","-105.9990005","civil","762","Gorby Ranch","Alamogordo","New Mexico","United States","4399","5","2499","0"
"NM41","34.061199188","-108.0960007","civil","1128","Happy Mountain","Pie Town","New Mexico","United States","7249","4","3699","0"
